"clc_111";"clc_112";"clc_121";"clc_122";"clc_123";"clc_124";"clc_131";"clc_132";"clc_133";"clc_141";"clc_142";"clc_211";"clc_221";"clc_222";"clc_231";"clc_242";"clc_243";"clc_311";"clc_312";"clc_313";"clc_321";"clc_322";"clc_324";"clc_331";"clc_333";"clc_411";"clc_412";"clc_511";"clc_512";"expression"
"5426719";;0,2992;0,0021;;;;;;;;;0,3113;;;0,3051;;;0,0357;0,0035;0,0431;;;;;;;;;;"0.2992 * clc_112 + 0.0021 * clc_121 + 0.3113 * clc_211 + 0.3051 * clc_231 + 0.0357 * clc_311 + 0.0035 * clc_312 + 0.0431 * clc_313"
"542672";;0,0862;;;;;;;;;;0,2744;;;0,3854;;;0;0,1596;0,0942;;;;;;;;;;"0.0862 * clc_112 + 0.2744 * clc_211 + 0.3854 * clc_231 + 0 * clc_311 + 0.1596 * clc_312 + 0.0942 * clc_313"
"542673";;0,1173;;;;;;;;;;0,1684;;;0,35;;;;0,2986;0,0656;;;;;;;;;;"0.1173 * clc_112 + 0.1684 * clc_211 + 0.35 * clc_231 + 0.2986 * clc_312 + 0.0656 * clc_313"
"542674";;0,0544;;;;;;;;;;0,1574;;;0,2179;;;;0,5703;;;;;;;;;;;"0.0544 * clc_112 + 0.1574 * clc_211 + 0.2179 * clc_231 + 0.5703 * clc_312"
"5426751";;0,0336;;;;;;;;;;0,0872;;;0,2762;;;;0,6031;;;;;;;;;;;"0.0336 * clc_112 + 0.0872 * clc_211 + 0.2762 * clc_231 + 0.6031 * clc_312"
"5426759";;0,0771;;;;;;;;;;;;;0,9221;;;;8e-04;;;;;;;;;;;"0.0771 * clc_112 + 0.9221 * clc_231 + 8e-04 * clc_312"
"542676";;0,146;;;;;;;;;;0,4731;;;0,2666;;;;0,0764;0,0151;;;0,0228;;;;;;;"0.146 * clc_112 + 0.4731 * clc_211 + 0.2666 * clc_231 + 0.0764 * clc_312 + 0.0151 * clc_313 + 0.0228 * clc_324"
"542677";;0,2618;;;;;;;;;;0,1744;;;0,5638;;;;;;;;;;;;;;;"0.2618 * clc_112 + 0.1744 * clc_211 + 0.5638 * clc_231"
"542678";;0,0852;;;;;;;0,0114;;;0,3551;;;0,165;;;;0,3833;;;;;;;;;;;"0.0852 * clc_112 + 0.0114 * clc_133 + 0.3551 * clc_211 + 0.165 * clc_231 + 0.3833 * clc_312"
"5426791";;0,1481;;;;;;;;;;0,25;;;0,0539;;;0,0185;0,4357;0,0938;;;;;;;;;;"0.1481 * clc_112 + 0.25 * clc_211 + 0.0539 * clc_231 + 0.0185 * clc_311 + 0.4357 * clc_312 + 0.0938 * clc_313"
"5426792";;;;;;;;;;;;0,238;;;0,0474;;;0,0222;0,6924;;;;;;;;;;;"0.238 * clc_211 + 0.0474 * clc_231 + 0.0222 * clc_311 + 0.6924 * clc_312"
"5426799";;0,3339;;;;;;;;;0,0456;0,1926;;;0,0334;;;0,0492;0,1978;0,1476;;;;;;;;;;"0.3339 * clc_112 + 0.0456 * clc_142 + 0.1926 * clc_211 + 0.0334 * clc_231 + 0.0492 * clc_311 + 0.1978 * clc_312 + 0.1476 * clc_313"
"542681199";;;;;;;;;;;;;;;0,0507;;0,0569;;0,2332;0,2924;0,0097;;0,3561;;;;;;0,001;"0.0507 * clc_231 + 0.0569 * clc_243 + 0.2332 * clc_312 + 0.2924 * clc_313 + 0.0097 * clc_321 + 0.3561 * clc_324 + 0.001 * clc_512"
"54268121";;;;;;;;;;;;;;;0,129;;;;0,7002;0,0244;0,0307;;0,1158;;;;;;;"0.129 * clc_231 + 0.7002 * clc_312 + 0.0244 * clc_313 + 0.0307 * clc_321 + 0.1158 * clc_324"
"54268129";;;;;;;;;;;;;;;0,672;;0,283;;;0,045;;;;;;;;;;"0.672 * clc_231 + 0.283 * clc_243 + 0.045 * clc_313"
"54268131";;;;;;;;;;;;;;;0,2111;;0,7889;;;;;;;;;;;;;"0.2111 * clc_231 + 0.7889 * clc_243"
"542681331";;;;;;;;;;;;;;;0,1223;;0,2206;;;0,6562;;;;;;;;;9e-04;"0.1223 * clc_231 + 0.2206 * clc_243 + 0.6562 * clc_313 + 9e-04 * clc_512"
"542681333";;;;;;;;;;;;;;;0,3096;;0,2579;0,0059;0,1521;0,1387;;;;;;;;;0,1357;"0.3096 * clc_231 + 0.2579 * clc_243 + 0.0059 * clc_311 + 0.1521 * clc_312 + 0.1387 * clc_313 + 0.1357 * clc_512"
"542681334";;;;;;;;;;;;;;;0,7808;;;;0,216;;;;;;;;;;0,0032;"0.7808 * clc_231 + 0.216 * clc_312 + 0.0032 * clc_512"
"542681339";;;;;;;;;;;;;;;0,3235;;0,1804;0,0578;;;;;;;;;;;0,4383;"0.3235 * clc_231 + 0.1804 * clc_243 + 0.0578 * clc_311 + 0.4383 * clc_512"
"542681341";;;;;;;;;;;;;;;0,0543;;0,0097;0,1525;0,1962;0,1108;;;0,4765;;;;;;;"0.0543 * clc_231 + 0.0097 * clc_243 + 0.1525 * clc_311 + 0.1962 * clc_312 + 0.1108 * clc_313 + 0.4765 * clc_324"
"542681349";;;;;;;;;;;;;;;0,26;;0,1875;0,3556;;;;;;;;;;;0,1969;"0.26 * clc_231 + 0.1875 * clc_243 + 0.3556 * clc_311 + 0.1969 * clc_512"
"54268135";;;;;;;;;;;;0,2222;;;0,4169;;;0,0015;0,1317;;;;;;;;;;0,2277;"0.2222 * clc_211 + 0.4169 * clc_231 + 0.0015 * clc_311 + 0.1317 * clc_312 + 0.2277 * clc_512"
"54268139";;;;;;;;;;;;0,0169;;;0,0708;;;;0,9123;;;;;;;;;;;"0.0169 * clc_211 + 0.0708 * clc_231 + 0.9123 * clc_312"
"54268141";;;;;;;;;;;;;;;0,0142;;;0,357;0,5474;;;;0,0814;;;;;;;"0.0142 * clc_231 + 0.357 * clc_311 + 0.5474 * clc_312 + 0.0814 * clc_324"
"54268149";;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;"1 * clc_231"
"54268151";;;;;;;;;;;;;;;0,7644;;;;0,2356;;;;;;;;;;;"0.7644 * clc_231 + 0.2356 * clc_312"
"542681591";;;;;;;;;;;;0,0014;;;0,5478;;;;0,4508;;;;;;;;;;;"0.0014 * clc_211 + 0.5478 * clc_231 + 0.4508 * clc_312"
"542681593";;;;;;;;;;;;0,0173;;;0,559;;;;0,4236;;;;;;;;;;;"0.0173 * clc_211 + 0.559 * clc_231 + 0.4236 * clc_312"
"542681594";;;;;;;;;;;;;;;0,1453;;;0,1469;0,6628;0,0451;;;;;;;;;;"0.1453 * clc_231 + 0.1469 * clc_311 + 0.6628 * clc_312 + 0.0451 * clc_313"
"542681599";;;;;;;;;;;;;;;0,842;;;;0,158;;;;;;;;;;;"0.842 * clc_231 + 0.158 * clc_312"
"54268161";;0,0631;;;;;;;;;;0,43;;;0,33;;;;0,1769;;;;;;;;;;;"0.0631 * clc_112 + 0.43 * clc_211 + 0.33 * clc_231 + 0.1769 * clc_312"
"54268169";;0,0398;;;;;;;;;;0,3877;;;0,2954;;;;0,2771;;;;;;;;;;;"0.0398 * clc_112 + 0.3877 * clc_211 + 0.2954 * clc_231 + 0.2771 * clc_312"
"54268171";;0,0693;;;;;;;;;;0,1241;;;0,3961;;;;0,3839;0,0267;;;;;;;;;;"0.0693 * clc_112 + 0.1241 * clc_211 + 0.3961 * clc_231 + 0.3839 * clc_312 + 0.0267 * clc_313"
"54268172";;0,0405;;;;;;;;;;0,0678;;;0,1715;;;0,1912;0,3201;0,1795;;;0,0293;;;;;;;"0.0405 * clc_112 + 0.0678 * clc_211 + 0.1715 * clc_231 + 0.1912 * clc_311 + 0.3201 * clc_312 + 0.1795 * clc_313 + 0.0293 * clc_324"
"542681731";;0,8359;;;;;;;;;;0,0613;;;0,1028;;;;;;;;;;;;;;;"0.8359 * clc_112 + 0.0613 * clc_211 + 0.1028 * clc_231"
"542681733";;0,2292;;;;;;;;;;0,4167;;;0,3187;;;;0,0354;;;;;;;;;;;"0.2292 * clc_112 + 0.4167 * clc_211 + 0.3187 * clc_231 + 0.0354 * clc_312"
"542681734";;0,0807;;;;;;;;;;0,4057;;;0,346;;;;0,1676;;;;;;;;;;;"0.0807 * clc_112 + 0.4057 * clc_211 + 0.346 * clc_231 + 0.1676 * clc_312"
"542681739";;0,0746;;;;;;;;;;0,5045;;;0,1106;;;;0,3072;0,0031;;;;;;;;;;"0.0746 * clc_112 + 0.5045 * clc_211 + 0.1106 * clc_231 + 0.3072 * clc_312 + 0.0031 * clc_313"
"54268174";;0,1797;;;;;;;;;;0,7806;;;0,0153;;;;0,0244;;;;;;;;;;;"0.1797 * clc_112 + 0.7806 * clc_211 + 0.0153 * clc_231 + 0.0244 * clc_312"
"54268175";;0,0414;;;;;;;;;;0,1769;;;0,3177;;;;0,3709;0,0931;;;;;;;;;;"0.0414 * clc_112 + 0.1769 * clc_211 + 0.3177 * clc_231 + 0.3709 * clc_312 + 0.0931 * clc_313"
"54268176";;0,0823;;;;;;;;;;;;;0,6179;;;;0,2998;;;;;;;;;;;"0.0823 * clc_112 + 0.6179 * clc_231 + 0.2998 * clc_312"
"54268177";;;;;;;;;;;;;;;0,1838;;;;0,8162;;;;;;;;;;;"0.1838 * clc_231 + 0.8162 * clc_312"
"54268178";;;;;;;;;;;;0,2693;;;0,2004;;;;0,5304;;;;;;;;;;;"0.2693 * clc_211 + 0.2004 * clc_231 + 0.5304 * clc_312"
"54268179";;0,0677;;;;;;;;;;;;;0,3799;;;;0,5524;;;;;;;;;;;"0.0677 * clc_112 + 0.3799 * clc_231 + 0.5524 * clc_312"
"5426818";;0,0375;;;;;;;;;;0,2793;;;0,2374;;;;0,4458;;;;;;;;;;;"0.0375 * clc_112 + 0.2793 * clc_211 + 0.2374 * clc_231 + 0.4458 * clc_312"
"5426819";;0,0111;;;;;;;;;;0,076;;;0,2294;;;0,0518;0,6318;;;;;;;;;;;"0.0111 * clc_112 + 0.076 * clc_211 + 0.2294 * clc_231 + 0.0518 * clc_311 + 0.6318 * clc_312"
"54268211";;0,0469;;;;;;;;;;1e-04;;;0,2382;;0,0534;0,0612;0,1912;0,1694;;;0,2396;;;;;;;"0.0469 * clc_112 + 1e-04 * clc_211 + 0.2382 * clc_231 + 0.0534 * clc_243 + 0.0612 * clc_311 + 0.1912 * clc_312 + 0.1694 * clc_313 + 0.2396 * clc_324"
"54268213";;;;;;;;;;;;;;;0,0288;;0,0448;0,079;0,5372;0,3102;;;;;;;;;;"0.0288 * clc_231 + 0.0448 * clc_243 + 0.079 * clc_311 + 0.5372 * clc_312 + 0.3102 * clc_313"
"54268214";;;;;;;;;;;;0,1148;;;0,3254;;;0,054;0,4546;0,0512;;;;;;;;;;"0.1148 * clc_211 + 0.3254 * clc_231 + 0.054 * clc_311 + 0.4546 * clc_312 + 0.0512 * clc_313"
"54268219";;;;;;;;;;;;;;;;;;0,1738;0,3628;0,3162;;;0,1473;;;;;;;"0.1738 * clc_311 + 0.3628 * clc_312 + 0.3162 * clc_313 + 0.1473 * clc_324"
"5426822";;0,1126;;;;;;;;;;0,1377;;;0,1701;;;0,1561;0,286;0,0449;;;0,0926;;;;;;;"0.1126 * clc_112 + 0.1377 * clc_211 + 0.1701 * clc_231 + 0.1561 * clc_311 + 0.286 * clc_312 + 0.0449 * clc_313 + 0.0926 * clc_324"
"5426829";;0,0284;;;;;;;;;;0,0552;;;0,2017;;0,0523;0,3899;0,1194;0,1481;;;0,0049;;;;;;;"0.0284 * clc_112 + 0.0552 * clc_211 + 0.2017 * clc_231 + 0.0523 * clc_243 + 0.3899 * clc_311 + 0.1194 * clc_312 + 0.1481 * clc_313 + 0.0049 * clc_324"
"542683";;0,2194;;;;;;;;;;0,0915;;;0,2137;;0,0027;0,0493;0,4022;0,0211;;;;;;;;;;"0.2194 * clc_112 + 0.0915 * clc_211 + 0.2137 * clc_231 + 0.0027 * clc_243 + 0.0493 * clc_311 + 0.4022 * clc_312 + 0.0211 * clc_313"
"542684113";;;;;;;;;;;;0,1248;;;0,6149;0,003;0,0966;;;0,1607;;;;;;;;;;"0.1248 * clc_211 + 0.6149 * clc_231 + 0.003 * clc_242 + 0.0966 * clc_243 + 0.1607 * clc_313"
"542684114";;;;;;;;;;;;;;;0,1028;;0,0261;;0,1315;0,1487;;;0,5873;;;;0,0036;;;"0.1028 * clc_231 + 0.0261 * clc_243 + 0.1315 * clc_312 + 0.1487 * clc_313 + 0.5873 * clc_324 + 0.0036 * clc_412"
"542684119";;;;;;;;;;;;0,0344;;;0,3289;0,0039;0,004;;0,2933;0,0292;;;0,3055;;;;8e-04;;;"0.0344 * clc_211 + 0.3289 * clc_231 + 0.0039 * clc_242 + 0.004 * clc_243 + 0.2933 * clc_312 + 0.0292 * clc_313 + 0.3055 * clc_324 + 8e-04 * clc_412"
"54268412";;0,052;;;;;;;;;;0,0735;;;0,418;;;;0,4236;;;;0,033;;;;;;;"0.052 * clc_112 + 0.0735 * clc_211 + 0.418 * clc_231 + 0.4236 * clc_312 + 0.033 * clc_324"
"54268413";;;;;;;;;;;;;;;3e-04;;;;0,8994;0,0118;;;0,0885;;;;;;;"3e-04 * clc_231 + 0.8994 * clc_312 + 0.0118 * clc_313 + 0.0885 * clc_324"
"54268419";;;;;;;;;;;;;;;;;;;0,9239;0,0761;;;;;;;;;;"0.9239 * clc_312 + 0.0761 * clc_313"
"5426849";;0,0579;0,0025;;;;;;;;;0,0021;;;0,084;;0,0266;0,1142;0,3841;0,2562;;;0,0726;;;;;;;"0.0579 * clc_112 + 0.0025 * clc_121 + 0.0021 * clc_211 + 0.084 * clc_231 + 0.0266 * clc_243 + 0.1142 * clc_311 + 0.3841 * clc_312 + 0.2562 * clc_313 + 0.0726 * clc_324"
"54268511";;0,0997;0,0583;;;;;;;;;0,0923;;;0,1098;;;0,169;0,4709;;;;;;;;;;;"0.0997 * clc_112 + 0.0583 * clc_121 + 0.0923 * clc_211 + 0.1098 * clc_231 + 0.169 * clc_311 + 0.4709 * clc_312"
"54268519";;0,7472;;;;;;;;;;;;;0,0263;;;0,0543;0,1722;;;;;;;;;;;"0.7472 * clc_112 + 0.0263 * clc_231 + 0.0543 * clc_311 + 0.1722 * clc_312"
"5426852";;0,0343;;;;;;;;;;0,0592;;;0,0953;;;0,1157;0,6955;;;;;;;;;;;"0.0343 * clc_112 + 0.0592 * clc_211 + 0.0953 * clc_231 + 0.1157 * clc_311 + 0.6955 * clc_312"
"542685311";;0,5846;;;;;;;;;;;;;;;;0,3333;0,0822;;;;;;;;;;;"0.5846 * clc_112 + 0.3333 * clc_311 + 0.0822 * clc_312"
"542685319";;0,3866;;;;;;;;;;0,4785;;;0,0383;;;;0,0965;;;;;;;;;;;"0.3866 * clc_112 + 0.4785 * clc_211 + 0.0383 * clc_231 + 0.0965 * clc_312"
"54268532";;0,2423;;;;;;;;;;0,0303;;;;;;0,1254;0,602;;;;;;;;;;;"0.2423 * clc_112 + 0.0303 * clc_211 + 0.1254 * clc_311 + 0.602 * clc_312"
"54268539";;0,0757;;;;;;;;;;0,2078;;;0,441;;;0,1156;0,1599;;;;;;;;;;;"0.0757 * clc_112 + 0.2078 * clc_211 + 0.441 * clc_231 + 0.1156 * clc_311 + 0.1599 * clc_312"
"54268541";;0,067;;;;;;;;;;0,2677;;;0,5103;;;;0,155;;;;;;;;;;;"0.067 * clc_112 + 0.2677 * clc_211 + 0.5103 * clc_231 + 0.155 * clc_312"
"54268543";;0,0999;;;;;;;;;;0,3796;;;0,3751;;;;0,1228;0,0226;;;;;;;;;;"0.0999 * clc_112 + 0.3796 * clc_211 + 0.3751 * clc_231 + 0.1228 * clc_312 + 0.0226 * clc_313"
"54268549";;0,0525;;;;;;;;;;0,1039;;;0,4216;;;0,0469;0,3426;;0,0105;;0,022;;;;;;;"0.0525 * clc_112 + 0.1039 * clc_211 + 0.4216 * clc_231 + 0.0469 * clc_311 + 0.3426 * clc_312 + 0.0105 * clc_321 + 0.022 * clc_324"
"54268551";;0,0319;0,0206;;;;;;;;;0,0479;;;0,4789;;;0,1622;0,2585;;;;;;;;;;;"0.0319 * clc_112 + 0.0206 * clc_121 + 0.0479 * clc_211 + 0.4789 * clc_231 + 0.1622 * clc_311 + 0.2585 * clc_312"
"54268552";;0,0497;0,0265;;;;;;;;;0,3661;;;0,156;;;;0,3735;;0,0282;;;;;;;;;"0.0497 * clc_112 + 0.0265 * clc_121 + 0.3661 * clc_211 + 0.156 * clc_231 + 0.3735 * clc_312 + 0.0282 * clc_321"
"54268559";;;0,0576;;;;;;;;;0,0145;;;0,0973;;;0,0595;0,7712;;;;;;;;;;;"0.0576 * clc_121 + 0.0145 * clc_211 + 0.0973 * clc_231 + 0.0595 * clc_311 + 0.7712 * clc_312"
"5426856";;0,0324;;;;;;;;;;0,2288;;;0,1982;;;;0,5406;;;;;;;;;;;"0.0324 * clc_112 + 0.2288 * clc_211 + 0.1982 * clc_231 + 0.5406 * clc_312"
"5426857";;0,0101;;;;;;;;;;0,1057;;;0,5905;;;0,0219;0,2717;;;;;;;;;;;"0.0101 * clc_112 + 0.1057 * clc_211 + 0.5905 * clc_231 + 0.0219 * clc_311 + 0.2717 * clc_312"
"5426859";;0,4935;;;;;;;;;;;;;0,2686;;;;0,2379;;;;;;;;;;;"0.4935 * clc_112 + 0.2686 * clc_231 + 0.2379 * clc_312"
"5426861";;0,0203;;;;;;;;;;;;;0,233;;;;0,1852;0,0017;;;0,3977;;;;0,1622;;;"0.0203 * clc_112 + 0.233 * clc_231 + 0.1852 * clc_312 + 0.0017 * clc_313 + 0.3977 * clc_324 + 0.1622 * clc_412"
"54268631";;;;;;;;;;;;;;;0,1556;;;0,0225;0,5554;0,0262;0,0355;;0,2035;;;;0,0011;;;"0.1556 * clc_231 + 0.0225 * clc_311 + 0.5554 * clc_312 + 0.0262 * clc_313 + 0.0355 * clc_321 + 0.2035 * clc_324 + 0.0011 * clc_412"
"54268639";;0,007;;;;;;;;;;0,0129;;;0,0895;;;0,0167;0,8071;0,0333;;;0,0335;;;;;;;"0.007 * clc_112 + 0.0129 * clc_211 + 0.0895 * clc_231 + 0.0167 * clc_311 + 0.8071 * clc_312 + 0.0333 * clc_313 + 0.0335 * clc_324"
"54268641";;0,0713;;;;;;;;;;0,1126;;;0,0478;;;9e-04;0,7521;0,0048;;;0,0105;;;;;;;"0.0713 * clc_112 + 0.1126 * clc_211 + 0.0478 * clc_231 + 9e-04 * clc_311 + 0.7521 * clc_312 + 0.0048 * clc_313 + 0.0105 * clc_324"
"54268642";;0,1309;0,0552;;;;;;;;0,02;0,2378;;;0,2916;;;0,009;0,2205;;0,035;;;;;;;;;"0.1309 * clc_112 + 0.0552 * clc_121 + 0.02 * clc_142 + 0.2378 * clc_211 + 0.2916 * clc_231 + 0.009 * clc_311 + 0.2205 * clc_312 + 0.035 * clc_321"
"54268649";;0,4469;;;;;;;;;;;;;;;;;0,5531;;;;;;;;;;;"0.4469 * clc_112 + 0.5531 * clc_312"
"5426865";;0,2188;;;;;;;;;;0,2253;;;0,1313;;;0,0294;0,3952;;;;;;;;;;;"0.2188 * clc_112 + 0.2253 * clc_211 + 0.1313 * clc_231 + 0.0294 * clc_311 + 0.3952 * clc_312"
"5426866";;0,1065;;;;;0,026;;;;;0,2099;;;0,417;;;0,0539;0,1867;;;;;;;;;;;"0.1065 * clc_112 + 0.026 * clc_131 + 0.2099 * clc_211 + 0.417 * clc_231 + 0.0539 * clc_311 + 0.1867 * clc_312"
"5426867";;0,1078;;;;;;;;;;0,2243;;;0,4391;;;;0,2231;0,0058;;;;;;;;;;"0.1078 * clc_112 + 0.2243 * clc_211 + 0.4391 * clc_231 + 0.2231 * clc_312 + 0.0058 * clc_313"
"5426869";;0,1247;;;;;;;;;;0,0808;;;0,0331;;;0,1651;0,423;0,1733;;;;;;;;;;"0.1247 * clc_112 + 0.0808 * clc_211 + 0.0331 * clc_231 + 0.1651 * clc_311 + 0.423 * clc_312 + 0.1733 * clc_313"
"54268711";;0,8714;0,0799;;;;;;;;;;;;;;;;0,0487;;;;;;;;;;;"0.8714 * clc_112 + 0.0799 * clc_121 + 0.0487 * clc_312"
"54268713";;0,3638;0,2054;;;;;;;;;0,337;;;;;;9e-04;0,0928;;;;;;;;;;;"0.3638 * clc_112 + 0.2054 * clc_121 + 0.337 * clc_211 + 9e-04 * clc_311 + 0.0928 * clc_312"
"54268714";;0,0208;0,0047;;;;;;;;;0,1423;;;0,2441;;;0,0011;0,5869;;;;;;;;;;;"0.0208 * clc_112 + 0.0047 * clc_121 + 0.1423 * clc_211 + 0.2441 * clc_231 + 0.0011 * clc_311 + 0.5869 * clc_312"
"54268719";;0,1041;0,0178;;;;;;;;;0,1948;;;0,3251;;;0,0929;0,2648;6e-04;;;;;;;;;;"0.1041 * clc_112 + 0.0178 * clc_121 + 0.1948 * clc_211 + 0.3251 * clc_231 + 0.0929 * clc_311 + 0.2648 * clc_312 + 6e-04 * clc_313"
"54268721";;;;;;;;;;;;0,6521;;;0,3397;;;;0,0081;;;;;;;;;;;"0.6521 * clc_211 + 0.3397 * clc_231 + 0.0081 * clc_312"
"54268723";;0,0434;;;;;;;;;;0,4451;;;0,3438;;0;;0,1676;;;;;;;;;;;"0.0434 * clc_112 + 0.4451 * clc_211 + 0.3438 * clc_231 + 0 * clc_243 + 0.1676 * clc_312"
"54268724";;;;;;;;;;;;0,1877;;;0,601;;;;0,2113;;;;;;;;;;;"0.1877 * clc_211 + 0.601 * clc_231 + 0.2113 * clc_312"
"5426872512";;;;;;;;;;;;;;;0,421;;;;0,579;;;;;;;;;;;"0.421 * clc_231 + 0.579 * clc_312"
"5426872513";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"5426872519";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"5426872531";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"5426872532";;;;;;;;;;;;;;;0,5194;;;;0,4806;;;;;;;;;;;"0.5194 * clc_231 + 0.4806 * clc_312"
"5426872533";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"5426872535";;;;;;;;;;;;0,3584;;;;;;;0,4832;;;;;;;;;;0,1584;"0.3584 * clc_211 + 0.4832 * clc_312 + 0.1584 * clc_512"
"5426872536";;;;;;;;;;;;0,7527;;;;;;;0,239;;;;;;;;;;0,0083;"0.7527 * clc_211 + 0.239 * clc_312 + 0.0083 * clc_512"
"54268725371";;;;;;;;;;;;;;;;;;;0,6105;;;;;;;;;;0,3895;"0.6105 * clc_312 + 0.3895 * clc_512"
"54268725379";;;;;;;;;;;;0,1037;;;;;;;0,638;;;;;;;;;;0,2583;"0.1037 * clc_211 + 0.638 * clc_312 + 0.2583 * clc_512"
"5426872538";;;;;;;;;;;;0,238;;;;;;;0,737;;;;;;;;;;0,0251;"0.238 * clc_211 + 0.737 * clc_312 + 0.0251 * clc_512"
"5426872539";;;;;;;;;;;;;;;;;;;0,5857;;;;;;;;;;0,4143;"0.5857 * clc_312 + 0.4143 * clc_512"
"5426872541";;0,0188;;;;;;;;;;0,2044;;;0,7769;;;;;;;;;;;;;;;"0.0188 * clc_112 + 0.2044 * clc_211 + 0.7769 * clc_231"
"5426872542";;;;;;;;;;;;0,3089;;;0,6911;;;;;;;;;;;;;;;"0.3089 * clc_211 + 0.6911 * clc_231"
"5426872543";;0,3062;;;;;;;;;;0,6017;;;0,0921;;;;;;;;;;;;;;;"0.3062 * clc_112 + 0.6017 * clc_211 + 0.0921 * clc_231"
"5426872544";;0,0098;;;;;;;;;;;;;0,9902;;;;;;;;;;;;;;;"0.0098 * clc_112 + 0.9902 * clc_231"
"5426872545";;0,3224;;;;;;;;;;0,2259;;;0,4517;;;;;;;;;;;;;;;"0.3224 * clc_112 + 0.2259 * clc_211 + 0.4517 * clc_231"
"5426872546";;0,0695;;;;;;;;;;0,7292;;;0,2013;;;;;;;;;;;;;;;"0.0695 * clc_112 + 0.7292 * clc_211 + 0.2013 * clc_231"
"5426872547";;0,1272;;;;;;;;;;0,2023;;;0,5777;;;;0,0927;;;;;;;;;;;"0.1272 * clc_112 + 0.2023 * clc_211 + 0.5777 * clc_231 + 0.0927 * clc_312"
"5426872548";;;;;;;;;;;;;;;0,6109;;;;0,3891;;;;;;;;;;;"0.6109 * clc_231 + 0.3891 * clc_312"
"54268725491";;;;;;;;;;;;0,6508;;;;;;;0,3492;;;;;;;;;;;"0.6508 * clc_211 + 0.3492 * clc_312"
"54268725499";;;;;;;;;;;;0,3209;;;;;;;0,5414;;;;;;;;;;0,1377;"0.3209 * clc_211 + 0.5414 * clc_312 + 0.1377 * clc_512"
"542687259";;;;;;;;;;;;0,1011;;;;;;;0,5711;;;;;;;;;;0,3278;"0.1011 * clc_211 + 0.5711 * clc_312 + 0.3278 * clc_512"
"5426872611";;;;;;;;;;;;0,0881;;;0,6988;;;;0,2131;;;;;;;;;;;"0.0881 * clc_211 + 0.6988 * clc_231 + 0.2131 * clc_312"
"5426872619";;0,0089;;;;;;;;;;;;;0,7867;;;;0,2044;;;;;;;;;;;"0.0089 * clc_112 + 0.7867 * clc_231 + 0.2044 * clc_312"
"542687262";;0,1288;;;;;;;;;;0,5257;;;0,306;;;;0,0395;;;;;;;;;;;"0.1288 * clc_112 + 0.5257 * clc_211 + 0.306 * clc_231 + 0.0395 * clc_312"
"542687263";;;;;;;;;;;;0,1065;;;0,4598;;;;0,4337;;;;;;;;;;;"0.1065 * clc_211 + 0.4598 * clc_231 + 0.4337 * clc_312"
"542687264";;0,0078;;;;;;;;;;0,2837;;;0,1959;;;;0,5126;;;;;;;;;;;"0.0078 * clc_112 + 0.2837 * clc_211 + 0.1959 * clc_231 + 0.5126 * clc_312"
"542687265";;0,2573;;;;;;;;;;0,5358;;;0,2068;;;;;;;;;;;;;;;"0.2573 * clc_112 + 0.5358 * clc_211 + 0.2068 * clc_231"
"542687266";;0,0205;;;;;;;;;;0,0758;;;0,1391;;;;0,7646;;;;;;;;;;;"0.0205 * clc_112 + 0.0758 * clc_211 + 0.1391 * clc_231 + 0.7646 * clc_312"
"5426872671";;0,0431;;;;;;;;;;0,1307;;;0,3008;;;;0,5254;;;;;;;;;;;"0.0431 * clc_112 + 0.1307 * clc_211 + 0.3008 * clc_231 + 0.5254 * clc_312"
"5426872673";;;;;;;;;;;;;;;0,3891;;0,4546;;0,1564;;;;;;;;;;;"0.3891 * clc_231 + 0.4546 * clc_243 + 0.1564 * clc_312"
"5426872674";;;;;;;;;;;;0,3969;;;0,2731;;0,0047;;0,3253;;;;;;;;;;;"0.3969 * clc_211 + 0.2731 * clc_231 + 0.0047 * clc_243 + 0.3253 * clc_312"
"5426872675";;;;;;;;;;;;0,6514;;;0,0883;;0,24;;0,0203;;;;;;;;;;;"0.6514 * clc_211 + 0.0883 * clc_231 + 0.24 * clc_243 + 0.0203 * clc_312"
"5426872676";;;;;;;;;;;;0,2653;;;0,3721;;0,3626;;;;;;;;;;;;;"0.2653 * clc_211 + 0.3721 * clc_231 + 0.3626 * clc_243"
"5426872677";;;;;;;;;;;;0,2765;;;;;0,7235;;;;;;;;;;;;;"0.2765 * clc_211 + 0.7235 * clc_243"
"5426872679";;0,0135;;;;;;;;;;0,4134;;;;;0,5637;;0,0094;;;;;;;;;;;"0.0135 * clc_112 + 0.4134 * clc_211 + 0.5637 * clc_243 + 0.0094 * clc_312"
"542687268";;0,1979;;;;;;;;;;0,5704;;;0,1367;;0,0104;;0,0845;;;;;;;;;;;"0.1979 * clc_112 + 0.5704 * clc_211 + 0.1367 * clc_231 + 0.0104 * clc_243 + 0.0845 * clc_312"
